case_id,court_venue,judge_id,filing_date,case_complexity,claim_amount_gbp,num_interlocutory_motions,summary_judgment_filed,summary_judgment_granted,disposition_type,disposition_date,days_to_resolution,final_awarded_amount_gbp,settled_at_trial_door,case_status,event_observed
CC-2022-0539,US District Court — S.D.N.Y.,JUD-06,2022-10-13,Medium,928584.75,2,False,False,Settled,2024-01-20,464,712582.04,False,Resolved,1
CC-2022-0788,London Commercial Court,JUD-01,2022-10-13,High,150046.57,2,False,False,Dismissed,2024-08-19,676,0.0,False,Resolved,1
CC-2022-1134,London Commercial Court,JUD-02,2022-10-14,High,296978.6,4,False,False,Settled,2026-02-12,1217,186443.22,False,Resolved,1
CC-2022-1130,US District Court — N.D. Cal.,JUD-08,2022-10-14,Medium,1089272.13,2,False,False,Settled,2024-01-04,447,76308.07,False,Resolved,1
CC-2022-0242,US District Court — S.D.N.Y.,JUD-07,2022-10-14,High,3933147.3,7,True,False,Settled,2025-07-12,1002,1588487.4,False,Resolved,1
CC-2022-0325,Dubai International Fin. Centre,JUD-10,2022-10-15,High,284810.75,6,True,True,Dismissed,2023-06-28,256,0.0,False,Resolved,1
CC-2022-0937,Singapore International Comm.,JUD-09,2022-10-15,High,578299.06,6,True,False,Settled,2025-07-07,996,118067.18,False,Resolved,1
CC-2022-0922,High Court — Chancery Division,JUD-04,2022-10-15,Medium,3143126.79,4,False,False,Settled,2025-06-26,985,504190.76,True,Resolved,1
CC-2022-1014,Dubai International Fin. Centre,JUD-10,2022-10-16,Low,53336.17,1,False,False,Settled,2023-05-07,203,12720.84,False,Resolved,1
CC-2022-1024,High Court — KBD (TCC),JUD-05,2022-10-16,Low,68940.93,0,False,False,Settled,2023-07-08,265,30468.42,False,Resolved,1
CC-2022-0991,High Court — KBD (TCC),JUD-05,2022-10-16,Medium,552859.47,0,False,False,Settled,2023-10-20,369,192744.78,False,Resolved,1
CC-2022-0231,High Court — KBD (TCC),JUD-05,2022-10-17,Low,704156.64,2,False,False,Settled,2024-01-29,469,162058.47,False,Resolved,1
CC-2022-0161,Singapore International Comm.,JUD-09,2022-10-17,High,401753.58,6,False,False,,,1352,,,Ongoing,0
CC-2022-0271,US District Court — N.D. Cal.,JUD-08,2022-10-17,Medium,854079.26,1,False,False,Settled,2023-11-29,408,291772.03,False,Resolved,1
CC-2022-0912,London Commercial Court,JUD-02,2022-10-17,Low,627492.15,0,False,False,Settled,2023-08-19,306,213941.53,False,Resolved,1
CC-2022-1171,US District Court — N.D. Cal.,JUD-08,2022-10-17,High,740476.89,6,True,False,Settled,2024-02-13,484,196218.91,False,Resolved,1
CC-2022-1239,High Court — Chancery Division,JUD-04,2022-10-18,High,99862.44,5,True,False,Settled,2025-06-21,977,67917.78,False,Resolved,1
CC-2022-0827,Singapore International Comm.,JUD-09,2022-10-18,Medium,401701.26,4,False,False,Dismissed,2023-09-07,324,0.0,False,Resolved,1
CC-2022-0100,US District Court — S.D.N.Y.,JUD-06,2022-10-18,Low,4547054.64,0,True,True,Dismissed,2023-03-23,156,0.0,False,Resolved,1
CC-2022-0710,High Court — Chancery Division,JUD-03,2022-10-18,High,294786.02,2,True,True,Dismissed,2023-12-16,424,0.0,False,Resolved,1
CC-2022-0603,Singapore International Comm.,JUD-09,2022-10-18,Medium,249993.34,4,False,False,Dismissed,2023-10-26,373,0.0,False,Resolved,1
CC-2022-0534,High Court — KBD (TCC),JUD-05,2022-10-19,Low,255226.29,3,False,False,Dismissed,2024-02-01,470,0.0,False,Resolved,1
CC-2022-0211,High Court — KBD (TCC),JUD-05,2022-10-19,Medium,564195.69,0,False,False,Settled,2024-03-26,524,96071.85,False,Resolved,1
CC-2022-0583,Singapore International Comm.,JUD-09,2022-10-19,High,6078263.88,3,False,False,Settled,2024-08-28,679,3602809.5,False,Resolved,1
CC-2022-0310,Singapore International Comm.,JUD-09,2022-10-19,Low,258208.8,1,False,False,Settled,2023-10-06,352,135971.09,False,Resolved,1
CC-2022-0306,London Commercial Court,JUD-01,2022-10-19,High,2072309.25,1,False,False,Settled,2024-04-26,555,142178.84,False,Resolved,1
CC-2022-0129,US District Court — S.D.N.Y.,JUD-06,2022-10-19,Low,266504.08,0,True,True,Settled,2023-02-18,122,180816.6,False,Resolved,1
CC-2022-1099,London Commercial Court,JUD-01,2022-10-19,Low,79246.09,0,False,False,Settled,2023-05-24,217,18948.76,False,Resolved,1
CC-2022-0104,US District Court — S.D.N.Y.,JUD-06,2022-10-20,Medium,901339.0,1,False,False,Settled,2024-01-15,452,174695.72,False,Resolved,1
CC-2022-0043,London Commercial Court,JUD-02,2022-10-20,High,292753.0,5,True,False,Settled,2025-05-28,951,74555.61,False,Resolved,1
CC-2022-0577,London Commercial Court,JUD-02,2022-10-20,Low,98541.02,0,False,False,Settled,2023-08-24,308,58153.23,False,Resolved,1
CC-2022-0558,US District Court — S.D.N.Y.,JUD-06,2022-10-21,Medium,52826.04,2,False,False,Dismissed,2023-05-31,222,0.0,False,Resolved,1
CC-2022-1091,London Commercial Court,JUD-01,2022-10-21,Medium,70376.47,1,False,False,Dismissed,2023-06-16,238,0.0,False,Resolved,1
CC-2022-1049,High Court — Chancery Division,JUD-04,2022-10-21,Medium,834413.88,7,False,False,Settled,2024-09-05,685,219660.58,False,Resolved,1
CC-2022-0775,High Court — KBD (TCC),JUD-05,2022-10-21,High,835461.22,4,False,False,Settled,2025-11-21,1127,157282.32,False,Resolved,1
CC-2022-0793,London Commercial Court,JUD-02,2022-10-21,Low,184564.9,0,False,False,Dismissed,2023-05-30,221,0.0,False,Resolved,1
CC-2022-0397,High Court — KBD (TCC),JUD-05,2022-10-22,Medium,2261809.42,0,False,False,Settled,2024-05-21,577,752231.91,False,Resolved,1
CC-2022-0571,High Court — Chancery Division,JUD-04,2022-10-22,High,1086932.47,8,False,False,Settled,2025-07-01,983,568584.99,False,Resolved,1
CC-2022-0326,High Court — Chancery Division,JUD-04,2022-10-22,Low,798298.92,1,False,False,Settled,2023-08-27,309,103579.49,False,Resolved,1
CC-2022-0744,US District Court — N.D. Cal.,JUD-08,2022-10-22,Low,136362.45,0,False,False,Settled,2023-07-08,259,53252.17,False,Resolved,1
CC-2022-1162,High Court — Chancery Division,JUD-03,2022-10-22,Medium,1259868.05,2,False,False,Settled,2024-06-24,611,683174.43,False,Resolved,1
CC-2022-1096,London Commercial Court,JUD-02,2022-10-22,High,1340848.66,8,True,False,,,1347,,,Ongoing,0
CC-2022-1011,High Court — Chancery Division,JUD-04,2022-10-23,Low,6991954.72,0,False,False,Settled,2023-11-01,374,2934237.9,False,Resolved,1
CC-2022-0088,High Court — Chancery Division,JUD-03,2022-10-23,Medium,1147650.41,3,False,False,Settled,2023-11-07,380,410477.73,False,Resolved,1
CC-2022-0404,US District Court — S.D.N.Y.,JUD-07,2022-10-23,High,296483.31,4,False,False,Dismissed,2024-01-15,449,0.0,False,Resolved,1
CC-2022-0143,US District Court — N.D. Cal.,JUD-08,2022-10-23,Medium,261829.56,0,False,False,Dismissed,2023-11-04,377,0.0,False,Resolved,1
CC-2022-0385,London Commercial Court,JUD-01,2022-10-23,High,217503.42,4,True,False,Dismissed,2024-02-03,468,0.0,False,Resolved,1
CC-2022-0272,High Court — Chancery Division,JUD-04,2022-10-23,Low,676672.34,2,True,True,Dismissed,2023-07-09,259,0.0,False,Resolved,1
CC-2022-1234,High Court — KBD (TCC),JUD-05,2022-10-23,Medium,2275143.13,3,False,False,,,1346,,,Ongoing,0
CC-2022-0079,US District Court — S.D.N.Y.,JUD-06,2022-10-23,Low,346157.78,0,True,False,Trial Judgment,2023-12-05,408,245253.72,False,Resolved,1
CC-2022-0318,High Court — KBD (TCC),JUD-05,2022-10-24,Medium,129593.36,3,False,False,Dismissed,2024-06-08,593,0.0,False,Resolved,1
CC-2022-0101,London Commercial Court,JUD-01,2022-10-24,High,56374.14,1,False,False,Dismissed,2023-09-27,338,0.0,False,Resolved,1
CC-2022-1060,US District Court — N.D. Cal.,JUD-08,2022-10-24,Medium,662722.74,3,True,True,Dismissed,2023-12-24,426,0.0,False,Resolved,1
CC-2022-0586,US District Court — S.D.N.Y.,JUD-06,2022-10-24,Medium,4290371.13,3,True,False,Settled,2024-07-21,636,1684718.12,False,Resolved,1
CC-2022-0516,US District Court — S.D.N.Y.,JUD-06,2022-10-24,High,325956.99,9,True,False,Settled,2026-01-01,1165,128153.79,True,Resolved,1
CC-2022-0528,US District Court — S.D.N.Y.,JUD-07,2022-10-25,High,232422.4,0,False,False,Dismissed,2024-05-04,557,0.0,False,Resolved,1
CC-2022-0556,US District Court — S.D.N.Y.,JUD-06,2022-10-26,Medium,2431437.94,7,True,False,Settled,2024-12-24,790,2088137.88,False,Resolved,1
CC-2022-0580,US District Court — S.D.N.Y.,JUD-07,2022-10-26,Medium,545299.32,2,True,False,Settled,2024-11-19,755,337584.79,False,Resolved,1
CC-2022-0719,Dubai International Fin. Centre,JUD-10,2022-10-26,Low,1943652.74,2,True,False,Settled,2023-10-10,349,77100.28,False,Resolved,1
CC-2022-0726,London Commercial Court,JUD-02,2022-10-26,Medium,188482.89,1,True,False,Dismissed,2023-10-08,347,0.0,False,Resolved,1
CC-2022-0769,US District Court — S.D.N.Y.,JUD-06,2022-10-26,Low,1394133.88,1,True,False,Trial Judgment,2024-04-13,535,1226246.7,False,Resolved,1
CC-2022-0701,US District Court — N.D. Cal.,JUD-08,2022-10-26,High,430682.64,3,False,False,Settled,2024-12-27,793,58593.91,False,Resolved,1
CC-2022-1018,London Commercial Court,JUD-01,2022-10-26,Low,345577.8,0,True,True,Dismissed,2023-03-13,138,0.0,False,Resolved,1
CC-2022-1226,High Court — Chancery Division,JUD-04,2022-10-26,Medium,96509.6,0,False,False,Settled,2024-01-29,460,19926.16,False,Resolved,1
CC-2022-0037,London Commercial Court,JUD-01,2022-10-26,Low,308328.88,2,True,True,Dismissed,2023-04-30,186,0.0,False,Resolved,1
CC-2022-0084,US District Court — S.D.N.Y.,JUD-07,2022-10-27,Low,172947.73,2,False,False,Settled,2023-06-03,219,79349.16,False,Resolved,1
CC-2022-0690,Singapore International Comm.,JUD-09,2022-10-27,Low,378558.81,3,True,True,Dismissed,2023-06-03,219,0.0,False,Resolved,1
CC-2022-0278,London Commercial Court,JUD-02,2022-10-27,Medium,294102.22,4,False,False,Dismissed,2023-12-17,416,0.0,False,Resolved,1
CC-2022-1265,High Court — KBD (TCC),JUD-05,2022-10-27,High,1365840.79,5,False,False,,,1342,,,Ongoing,0
CC-2022-0199,London Commercial Court,JUD-02,2022-10-28,Medium,738796.8,3,True,True,Settled,2023-10-08,345,325357.86,False,Resolved,1
CC-2022-0296,US District Court — S.D.N.Y.,JUD-06,2022-10-28,High,658754.89,6,False,False,Trial Judgment,2026-04-26,1276,552986.94,False,Resolved,1
CC-2022-0631,London Commercial Court,JUD-01,2022-10-28,High,385234.35,3,False,False,Settled,2023-12-31,429,160796.81,False,Resolved,1
CC-2022-0721,High Court — Chancery Division,JUD-04,2022-10-28,Medium,2052872.45,2,False,False,Settled,2024-08-31,673,1043092.38,False,Resolved,1
CC-2022-0928,London Commercial Court,JUD-01,2022-10-28,Low,456637.17,1,False,False,Settled,2023-07-21,266,125123.75,False,Resolved,1
CC-2022-0968,High Court — Chancery Division,JUD-04,2022-10-28,Medium,351848.22,3,True,False,Dismissed,2024-01-04,433,0.0,False,Resolved,1
CC-2022-0511,High Court — KBD (TCC),JUD-05,2022-10-28,Medium,832977.98,4,True,False,Settled,2024-01-02,431,215874.56,False,Resolved,1
CC-2022-0848,London Commercial Court,JUD-02,2022-10-28,Low,1065578.8,4,True,False,Settled,2023-12-10,408,184260.9,False,Resolved,1
CC-2022-0106,High Court — Chancery Division,JUD-04,2022-10-29,Medium,216712.08,3,False,False,Settled,2024-11-01,734,115160.18,False,Resolved,1
CC-2022-1256,London Commercial Court,JUD-02,2022-10-30,High,229772.03,5,False,False,Settled,2024-03-22,509,155467.37,False,Resolved,1
CC-2022-0461,High Court — KBD (TCC),JUD-05,2022-10-30,Medium,246404.79,2,True,False,Dismissed,2023-07-21,264,0.0,False,Resolved,1
CC-2022-0890,High Court — KBD (TCC),JUD-05,2022-10-30,Low,968125.97,1,True,True,Dismissed,2023-04-18,170,0.0,False,Resolved,1
CC-2022-0184,US District Court — N.D. Cal.,JUD-08,2022-10-30,Low,482717.17,1,False,False,Settled,2023-04-26,178,174809.3,False,Resolved,1
CC-2022-0667,US District Court — N.D. Cal.,JUD-08,2022-10-30,Medium,211867.66,2,True,True,Dismissed,2023-10-15,350,0.0,False,Resolved,1
CC-2022-1007,Dubai International Fin. Centre,JUD-10,2022-10-30,Low,4286289.65,1,True,False,Settled,2023-10-26,361,918831.39,False,Resolved,1
CC-2022-0225,London Commercial Court,JUD-02,2022-10-31,Medium,111780.11,0,False,False,Trial Judgment,2023-12-13,408,102021.68,False,Resolved,1
CC-2022-1132,High Court — KBD (TCC),JUD-05,2022-11-01,High,415551.5,3,True,False,Settled,2026-02-07,1194,26705.62,False,Resolved,1
CC-2022-1026,London Commercial Court,JUD-01,2022-11-01,High,142304.23,2,False,False,Dismissed,2024-04-15,531,0.0,False,Resolved,1
CC-2022-0835,High Court — Chancery Division,JUD-04,2022-11-01,Medium,3831614.7,1,False,False,Settled,2025-06-30,972,624749.63,False,Resolved,1
CC-2022-1221,US District Court — S.D.N.Y.,JUD-06,2022-11-01,Low,3158671.94,2,False,False,Settled,2024-02-02,458,809449.22,False,Resolved,1
CC-2022-0051,High Court — Chancery Division,JUD-04,2022-11-02,Low,2095051.2,1,False,False,Settled,2023-10-30,362,873615.57,False,Resolved,1
CC-2022-0071,High Court — KBD (TCC),JUD-05,2022-11-02,Medium,1778626.83,1,False,False,Dismissed,2024-05-07,552,0.0,False,Resolved,1
CC-2022-0947,High Court — KBD (TCC),JUD-05,2022-11-02,Medium,73623.68,1,False,False,Dismissed,2023-11-05,368,0.0,False,Resolved,1
CC-2022-1173,US District Court — N.D. Cal.,JUD-08,2022-11-02,Low,365353.51,1,False,False,Dismissed,2023-10-16,348,0.0,False,Resolved,1
CC-2022-0439,London Commercial Court,JUD-02,2022-11-02,High,723307.54,4,False,False,,,1336,,,Ongoing,0
CC-2022-0027,US District Court — N.D. Cal.,JUD-08,2022-11-03,Medium,1047270.47,1,False,False,Dismissed,2023-10-13,344,0.0,False,Resolved,1
CC-2022-0601,US District Court — S.D.N.Y.,JUD-07,2022-11-03,High,77044.7,6,True,False,Settled,2024-08-31,667,24600.21,False,Resolved,1
CC-2022-1139,Singapore International Comm.,JUD-09,2022-11-03,Low,470086.29,3,False,False,Dismissed,2023-09-02,303,0.0,False,Resolved,1
CC-2022-0239,High Court — Chancery Division,JUD-04,2022-11-04,Low,2224062.67,2,True,True,Dismissed,2023-03-29,145,0.0,False,Resolved,1
CC-2022-0176,High Court — Chancery Division,JUD-04,2022-11-04,Medium,1657333.66,1,False,False,Settled,2024-07-20,624,1164183.83,False,Resolved,1
CC-2022-0074,London Commercial Court,JUD-02,2022-11-05,Low,879032.24,2,False,False,Settled,2024-12-30,786,587267.65,True,Resolved,1
CC-2022-1184,High Court — KBD (TCC),JUD-05,2022-11-05,Low,2375136.88,1,False,False,Settled,2024-08-21,655,271914.27,False,Resolved,1
CC-2022-0287,London Commercial Court,JUD-02,2022-11-06,Medium,458308.9,1,False,False,Dismissed,2024-01-02,422,0.0,False,Resolved,1
CC-2022-0433,Singapore International Comm.,JUD-09,2022-11-06,Low,166892.29,2,True,True,Dismissed,2023-03-05,119,0.0,False,Resolved,1
CC-2022-0216,Dubai International Fin. Centre,JUD-10,2022-11-06,Medium,275384.85,2,False,False,Settled,2023-12-08,397,204920.83,False,Resolved,1
CC-2022-0269,London Commercial Court,JUD-01,2022-11-06,Medium,111985.22,2,False,False,Dismissed,2023-10-14,342,0.0,False,Resolved,1
CC-2022-0981,London Commercial Court,JUD-02,2022-11-06,Low,868476.73,0,True,False,Settled,2023-07-31,267,345731.39,False,Resolved,1
CC-2022-1178,US District Court — N.D. Cal.,JUD-08,2022-11-06,Medium,775158.78,2,False,False,Dismissed,2024-10-21,715,0.0,False,Resolved,1
CC-2022-0087,High Court — KBD (TCC),JUD-05,2022-11-08,Low,257604.85,2,True,False,Settled,2023-09-14,310,53217.13,False,Resolved,1
CC-2022-0135,High Court — Chancery Division,JUD-04,2022-11-08,High,402601.83,2,False,False,Settled,2025-04-05,879,235839.89,True,Resolved,1
CC-2022-0438,London Commercial Court,JUD-02,2022-11-08,High,2731586.84,2,False,False,Settled,2024-08-14,645,1376008.35,False,Resolved,1
CC-2022-0490,High Court — KBD (TCC),JUD-05,2022-11-08,Medium,120249.75,0,False,False,Settled,2023-11-15,372,29995.83,False,Resolved,1
CC-2022-0958,London Commercial Court,JUD-01,2022-11-08,Low,426699.16,0,True,False,Settled,2024-04-05,514,132614.36,False,Resolved,1
CC-2022-0885,Singapore International Comm.,JUD-09,2022-11-09,Medium,328482.29,0,True,False,Settled,2023-11-13,369,111885.3,False,Resolved,1
CC-2022-0608,US District Court — N.D. Cal.,JUD-08,2022-11-10,Low,454853.82,0,False,False,Settled,2023-08-17,280,194779.22,False,Resolved,1
CC-2022-0063,US District Court — N.D. Cal.,JUD-08,2022-11-10,Low,2200367.67,0,True,False,Settled,2023-09-10,304,287149.45,False,Resolved,1
CC-2022-0164,High Court — KBD (TCC),JUD-05,2022-11-10,Medium,1074968.15,3,False,False,Settled,2024-06-03,571,205345.55,False,Resolved,1
CC-2022-1260,US District Court — S.D.N.Y.,JUD-07,2022-11-10,Low,265598.27,1,True,True,Dismissed,2023-04-24,165,0.0,False,Resolved,1
CC-2022-0430,London Commercial Court,JUD-01,2022-11-11,High,155942.09,3,False,False,Dismissed,2023-10-26,349,0.0,False,Resolved,1
CC-2022-0492,London Commercial Court,JUD-01,2022-11-11,Medium,268862.85,1,True,True,Dismissed,2023-07-13,244,0.0,False,Resolved,1
CC-2022-1243,High Court — Chancery Division,JUD-03,2022-11-11,Low,608797.35,2,True,True,Settled,2023-07-20,251,118013.43,False,Resolved,1
CC-2022-1111,Dubai International Fin. Centre,JUD-10,2022-11-11,High,442461.67,4,False,False,Settled,2025-02-26,838,180181.04,False,Resolved,1
CC-2022-0814,US District Court — S.D.N.Y.,JUD-07,2022-11-11,High,1433960.14,6,False,False,,,1327,,,Ongoing,0
CC-2022-0498,Singapore International Comm.,JUD-09,2022-11-11,Medium,795572.66,2,False,False,Settled,2024-10-25,714,408625.23,False,Resolved,1
CC-2022-0180,High Court — Chancery Division,JUD-04,2022-11-11,Low,886595.22,2,True,False,Settled,2024-04-21,527,519572.27,False,Resolved,1
CC-2022-0096,US District Court — N.D. Cal.,JUD-08,2022-11-12,Medium,63645.87,0,False,False,Dismissed,2023-07-27,257,0.0,False,Resolved,1
CC-2022-0493,High Court — Chancery Division,JUD-04,2022-11-12,Medium,128173.69,0,False,False,Settled,2024-02-25,470,103724.31,False,Resolved,1
CC-2022-1002,High Court — KBD (TCC),JUD-05,2022-11-12,High,107295.43,3,True,True,Dismissed,2023-12-24,407,0.0,False,Resolved,1
CC-2022-0735,High Court — KBD (TCC),JUD-05,2022-11-12,Low,1010277.13,1,True,False,Settled,2024-01-28,442,318003.84,False,Resolved,1
CC-2022-0086,US District Court — S.D.N.Y.,JUD-06,2022-11-12,High,620720.27,3,False,False,Dismissed,2024-07-01,597,0.0,False,Resolved,1
CC-2022-0663,US District Court — N.D. Cal.,JUD-08,2022-11-12,Low,790323.48,1,True,False,Dismissed,2023-03-20,128,0.0,False,Resolved,1
CC-2022-0618,London Commercial Court,JUD-02,2022-11-13,Medium,1130183.82,0,True,False,Settled,2024-04-15,519,325920.91,False,Resolved,1
CC-2022-0190,US District Court — S.D.N.Y.,JUD-07,2022-11-13,Low,1618152.53,1,True,True,Dismissed,2023-04-09,147,0.0,False,Resolved,1
CC-2022-0882,US District Court — N.D. Cal.,JUD-08,2022-11-13,Low,970139.35,1,False,False,Dismissed,2023-09-11,302,0.0,False,Resolved,1
CC-2022-0753,US District Court — S.D.N.Y.,JUD-07,2022-11-13,High,736524.92,5,False,False,Trial Judgment,2026-01-30,1174,641948.78,False,Resolved,1
CC-2022-1090,London Commercial Court,JUD-01,2022-11-14,Medium,565059.63,5,True,False,Settled,2024-07-10,604,41231.3,False,Resolved,1
CC-2022-0382,High Court — Chancery Division,JUD-04,2022-11-14,High,278237.91,7,True,False,Settled,2025-02-26,835,72898.6,False,Resolved,1
CC-2022-1166,US District Court — S.D.N.Y.,JUD-07,2022-11-14,Medium,162465.44,2,False,False,Dismissed,2023-08-28,287,0.0,False,Resolved,1
CC-2022-0533,High Court — Chancery Division,JUD-03,2022-11-14,Medium,163995.65,2,False,False,Dismissed,2023-11-23,374,0.0,False,Resolved,1
CC-2022-0049,High Court — KBD (TCC),JUD-05,2022-11-14,High,244079.04,2,False,False,,,1324,,,Ongoing,0
CC-2022-0759,US District Court — N.D. Cal.,JUD-08,2022-11-15,Medium,412128.56,4,True,False,Settled,2024-05-15,547,140868.25,False,Resolved,1
CC-2022-0503,Singapore International Comm.,JUD-09,2022-11-15,High,374689.93,2,False,False,Settled,2024-11-13,729,93907.61,False,Resolved,1
CC-2022-0258,Dubai International Fin. Centre,JUD-10,2022-11-15,Low,5136033.4,2,True,False,Dismissed,2023-11-18,368,0.0,False,Resolved,1
CC-2022-0524,US District Court — N.D. Cal.,JUD-08,2022-11-16,Low,517986.23,0,False,False,Dismissed,2023-03-20,124,0.0,False,Resolved,1
CC-2022-0683,London Commercial Court,JUD-01,2022-11-16,High,586704.21,4,False,False,Settled,2024-05-04,535,174728.4,False,Resolved,1
CC-2022-0260,US District Court — S.D.N.Y.,JUD-07,2022-11-16,High,264817.38,2,True,False,Settled,2023-09-22,310,117075.5,False,Resolved,1
CC-2022-0046,London Commercial Court,JUD-02,2022-11-17,Medium,760053.34,3,False,False,Settled,2025-06-24,950,406049.28,False,Resolved,1
CC-2022-1149,High Court — Chancery Division,JUD-04,2022-11-17,High,2470094.73,3,True,False,Settled,2025-03-17,851,424884.51,False,Resolved,1
CC-2022-0940,Singapore International Comm.,JUD-09,2022-11-17,Medium,445219.99,3,False,False,Settled,2023-12-12,390,13138.47,False,Resolved,1
CC-2022-0733,High Court — Chancery Division,JUD-04,2022-11-18,Low,1007464.44,2,True,True,Dismissed,2023-10-20,336,0.0,False,Resolved,1
CC-2022-0207,High Court — Chancery Division,JUD-04,2022-11-19,High,322999.46,1,False,False,Settled,2024-11-14,726,113396.51,True,Resolved,1
CC-2022-0916,High Court — KBD (TCC),JUD-05,2022-11-20,Medium,170855.39,2,True,False,Settled,2024-05-21,548,34184.2,False,Resolved,1
CC-2022-0955,Dubai International Fin. Centre,JUD-10,2022-11-20,Medium,726604.65,2,False,False,Settled,2023-12-20,395,151998.82,False,Resolved,1
CC-2022-0042,US District Court — N.D. Cal.,JUD-08,2022-11-20,Medium,93248.45,1,False,False,Settled,2023-11-08,353,9931.92,False,Resolved,1
CC-2022-0401,London Commercial Court,JUD-01,2022-11-20,High,364034.19,2,True,True,Dismissed,2023-11-13,358,0.0,False,Resolved,1
CC-2022-0915,High Court — Chancery Division,JUD-03,2022-11-20,Low,913744.83,3,False,False,Settled,2023-12-03,378,386834.94,False,Resolved,1
CC-2022-0971,High Court — Chancery Division,JUD-04,2022-11-20,High,478356.03,5,False,False,Settled,2025-11-17,1093,266848.44,False,Resolved,1
CC-2022-0664,High Court — Chancery Division,JUD-03,2022-11-20,High,176186.08,2,False,False,Settled,2024-02-13,450,64055.41,False,Resolved,1
CC-2022-0579,London Commercial Court,JUD-02,2022-11-20,High,415079.89,5,False,False,Settled,2025-04-25,887,168066.07,True,Resolved,1
CC-2022-0584,US District Court — S.D.N.Y.,JUD-07,2022-11-21,Low,292134.31,2,True,False,Trial Judgment,2023-08-13,265,150265.98,False,Resolved,1
CC-2022-0738,London Commercial Court,JUD-02,2022-11-21,Medium,395303.07,3,False,False,Settled,2024-07-13,600,136973.28,False,Resolved,1
CC-2022-0370,London Commercial Court,JUD-02,2022-11-22,High,1112963.69,2,True,True,Dismissed,2024-04-24,519,0.0,False,Resolved,1
CC-2022-0377,High Court — KBD (TCC),JUD-05,2022-11-22,High,1391222.4,2,True,False,Dismissed,2024-06-25,581,0.0,False,Resolved,1
CC-2022-1097,High Court — Chancery Division,JUD-03,2022-11-22,Low,550102.18,1,True,False,Settled,2023-10-31,343,208182.1,False,Resolved,1
CC-2022-0187,High Court — Chancery Division,JUD-04,2022-11-22,Medium,4487106.25,1,False,False,Settled,2024-03-14,478,1938754.65,False,Resolved,1
CC-2022-0678,Singapore International Comm.,JUD-09,2022-11-22,Low,1028394.58,0,False,False,Settled,2023-12-24,397,312537.52,True,Resolved,1
CC-2022-1089,US District Court — N.D. Cal.,JUD-08,2022-11-22,Low,3623269.11,1,True,False,Dismissed,2023-04-13,142,0.0,False,Resolved,1
CC-2022-0142,Dubai International Fin. Centre,JUD-10,2022-11-22,Medium,200378.78,2,True,False,Settled,2023-09-21,303,68870.34,False,Resolved,1
CC-2022-1101,High Court — KBD (TCC),JUD-05,2022-11-23,Low,264380.15,0,False,False,Trial Judgment,2023-12-14,386,204783.84,False,Resolved,1
CC-2022-0418,London Commercial Court,JUD-01,2022-11-23,Medium,231200.56,4,False,False,Settled,2024-07-29,614,25653.89,True,Resolved,1
CC-2022-1054,US District Court — N.D. Cal.,JUD-08,2022-11-23,High,5042993.08,4,True,False,Settled,2024-10-15,692,2367304.86,False,Resolved,1
CC-2022-0458,London Commercial Court,JUD-02,2022-11-23,Low,293105.79,0,True,True,Dismissed,2023-04-12,140,0.0,False,Resolved,1
CC-2022-0766,High Court — KBD (TCC),JUD-05,2022-11-23,High,1029290.79,6,False,False,Settled,2026-02-24,1189,301964.28,False,Resolved,1
CC-2022-0495,High Court — KBD (TCC),JUD-05,2022-11-23,Low,122062.77,2,True,False,Dismissed,2023-08-22,272,0.0,False,Resolved,1
CC-2022-0192,Singapore International Comm.,JUD-09,2022-11-23,Low,90437.54,0,False,False,Settled,2023-06-28,217,26277.69,False,Resolved,1
CC-2022-0276,High Court — Chancery Division,JUD-03,2022-11-24,Low,128917.0,0,False,False,Dismissed,2023-06-03,191,0.0,False,Resolved,1
CC-2022-0124,Singapore International Comm.,JUD-09,2022-11-25,High,357407.57,4,True,False,Settled,2024-04-16,508,199808.18,False,Resolved,1
CC-2022-0470,London Commercial Court,JUD-01,2022-11-25,Medium,499830.4,2,False,False,Dismissed,2023-10-06,315,0.0,False,Resolved,1
CC-2022-0911,High Court — KBD (TCC),JUD-05,2022-11-26,Medium,1529627.56,3,False,False,Settled,2025-06-12,929,360394.43,False,Resolved,1
CC-2022-1263,Singapore International Comm.,JUD-09,2022-11-26,Low,95875.08,0,False,False,Dismissed,2023-03-16,110,0.0,False,Resolved,1
CC-2022-0983,High Court — Chancery Division,JUD-04,2022-11-26,Low,455721.57,1,False,False,Dismissed,2023-07-10,226,0.0,False,Resolved,1
CC-2022-0015,London Commercial Court,JUD-02,2022-11-27,Medium,736393.26,1,False,False,Settled,2024-08-20,632,186226.71,False,Resolved,1
CC-2022-0479,High Court — Chancery Division,JUD-04,2022-11-27,Low,341915.27,0,False,False,Settled,2023-10-22,329,199723.26,False,Resolved,1
CC-2022-1200,High Court — Chancery Division,JUD-03,2022-11-27,Low,1101434.31,2,False,False,Dismissed,2023-08-11,257,0.0,False,Resolved,1
CC-2022-0232,Singapore International Comm.,JUD-09,2022-11-27,Low,3277046.54,4,False,False,Settled,2024-05-01,521,2602307.91,False,Resolved,1
CC-2022-0144,High Court — KBD (TCC),JUD-05,2022-11-27,Low,173588.55,0,False,False,Settled,2023-07-04,219,94682.85,False,Resolved,1
