claim_id,filing_date,claim_amount_gbp,track,defended,disposition_type,disposition_date,days_to_resolution,final_awarded_amount_gbp,case_status,event_observed
GC-2022-02097,2022-08-11,16209.34,Fast/multi-track,False,Default Judgment,2022-10-07,57,16209.34,Resolved,1
GC-2022-03117,2022-08-11,2852.08,Small claims,False,Paid or discontinued,2022-09-22,42,2622.37,Resolved,1
GC-2022-03880,2022-08-11,3479.53,Small claims,False,Paid or discontinued,2022-09-09,29,2319.42,Resolved,1
GC-2022-04391,2022-08-11,9911.75,Small claims,False,Paid or discontinued,2022-09-10,30,3564.08,Resolved,1
GC-2022-04849,2022-08-11,435.06,Small claims,False,Default Judgment,2022-09-26,46,435.06,Resolved,1
GC-2022-04492,2022-08-11,2082.1,Small claims,False,Default Judgment,2022-10-14,64,2082.1,Resolved,1
GC-2022-00094,2022-08-12,2310.62,Small claims,False,Paid or discontinued,2022-08-29,17,1116.05,Resolved,1
GC-2022-03261,2022-08-12,5370.78,Small claims,False,Default Judgment,2022-09-24,43,5370.78,Resolved,1
GC-2022-02166,2022-08-12,2362.62,Small claims,False,Default Judgment,2022-09-28,47,2362.62,Resolved,1
GC-2022-01892,2022-08-12,750.69,Small claims,False,Paid or discontinued,2022-09-19,38,708.14,Resolved,1
GC-2022-03527,2022-08-12,809.77,Small claims,False,Default Judgment,2022-09-14,33,809.77,Resolved,1
GC-2022-00511,2022-08-12,292.24,Small claims,False,Default Judgment,2022-10-16,65,292.24,Resolved,1
GC-2022-00501,2022-08-12,27369.3,Fast/multi-track,False,Default Judgment,2022-09-28,47,27369.3,Resolved,1
GC-2022-04892,2022-08-12,13114.38,Fast/multi-track,True,Settled,2023-03-07,207,5797.51,Resolved,1
GC-2022-04227,2022-08-12,1388.18,Small claims,False,Paid or discontinued,2022-09-04,23,1188.37,Resolved,1
GC-2022-04456,2022-08-12,815.64,Small claims,False,Paid or discontinued,2022-10-15,64,491.59,Resolved,1
GC-2022-04983,2022-08-12,4055.17,Small claims,False,Default Judgment,2022-09-26,45,4055.17,Resolved,1
GC-2022-03398,2022-08-12,1211.72,Small claims,False,Default Judgment,2022-09-30,49,1211.72,Resolved,1
GC-2022-00938,2022-08-12,375.25,Small claims,False,Default Judgment,2022-09-26,45,375.25,Resolved,1
GC-2022-03198,2022-08-12,14741.67,Fast/multi-track,False,Paid or discontinued,2022-09-21,40,14153.79,Resolved,1
GC-2022-03738,2022-08-12,6039.85,Small claims,False,Paid or discontinued,2022-09-26,45,3769.15,Resolved,1
GC-2022-02156,2022-08-12,1731.97,Small claims,False,Paid or discontinued,2022-09-07,26,1508.4,Resolved,1
GC-2022-02085,2022-08-12,625.62,Small claims,False,Paid or discontinued,2022-09-10,29,312.82,Resolved,1
GC-2022-01022,2022-08-12,978.42,Small claims,False,Default Judgment,2022-10-03,52,978.42,Resolved,1
GC-2022-01231,2022-08-12,16707.37,Fast/multi-track,False,Default Judgment,2022-09-24,43,16707.37,Resolved,1
GC-2022-02345,2022-08-12,2365.65,Small claims,False,Paid or discontinued,2022-09-18,37,1971.02,Resolved,1
GC-2022-04519,2022-08-12,803.52,Small claims,False,Paid or discontinued,2022-09-13,32,365.37,Resolved,1
GC-2022-01801,2022-08-13,2290.83,Small claims,False,Paid or discontinued,2022-09-13,31,1563.85,Resolved,1
GC-2022-03961,2022-08-13,423.27,Small claims,False,Default Judgment,2022-09-20,38,423.27,Resolved,1
GC-2022-01347,2022-08-13,17518.35,Fast/multi-track,False,Paid or discontinued,2022-10-02,50,8847.22,Resolved,1
GC-2022-02262,2022-08-13,827.04,Small claims,False,Default Judgment,2022-09-28,46,827.04,Resolved,1
GC-2022-00548,2022-08-13,2216.63,Small claims,False,Paid or discontinued,2022-09-18,36,835.2,Resolved,1
GC-2022-03652,2022-08-13,1871.83,Small claims,False,Default Judgment,2022-10-05,53,1871.83,Resolved,1
GC-2022-01931,2022-08-13,2217.54,Small claims,True,Settled,2022-12-07,116,599.67,Resolved,1
GC-2022-01000,2022-08-13,2611.07,Small claims,False,Default Judgment,2022-10-17,65,2611.07,Resolved,1
GC-2022-00909,2022-08-13,538.41,Small claims,False,Paid or discontinued,2022-09-16,34,411.72,Resolved,1
GC-2022-02496,2022-08-13,11369.21,Fast/multi-track,False,Default Judgment,2022-09-07,25,11369.21,Resolved,1
GC-2022-00728,2022-08-13,5839.42,Small claims,False,Default Judgment,2022-09-27,45,5839.42,Resolved,1
GC-2022-00265,2022-08-13,47220.57,Fast/multi-track,False,Paid or discontinued,2022-09-17,35,18929.5,Resolved,1
GC-2022-00133,2022-08-13,1663.84,Small claims,False,Paid or discontinued,2022-09-14,32,924.09,Resolved,1
GC-2022-03742,2022-08-13,2910.89,Small claims,False,Paid or discontinued,2022-09-12,30,992.63,Resolved,1
GC-2022-00572,2022-08-13,18021.34,Fast/multi-track,False,Default Judgment,2022-10-06,54,18021.34,Resolved,1
GC-2022-01487,2022-08-13,2568.37,Small claims,False,Paid or discontinued,2022-09-14,32,2452.29,Resolved,1
GC-2022-00382,2022-08-13,5052.19,Small claims,False,Paid or discontinued,2022-08-31,18,2770.64,Resolved,1
GC-2022-00246,2022-08-13,586.91,Small claims,False,Paid or discontinued,2022-09-08,26,431.88,Resolved,1
GC-2022-03557,2022-08-14,17174.95,Fast/multi-track,True,Settled,2023-05-11,270,3906.32,Resolved,1
GC-2022-01635,2022-08-14,533.56,Small claims,False,Paid or discontinued,2022-09-09,26,302.9,Resolved,1
GC-2022-01808,2022-08-14,8901.62,Small claims,False,Default Judgment,2022-10-31,78,8901.62,Resolved,1
GC-2022-05015,2022-08-14,3532.1,Small claims,False,Default Judgment,2022-09-24,41,3532.1,Resolved,1
GC-2022-02318,2022-08-14,2410.39,Small claims,False,Paid or discontinued,2022-09-19,36,1730.44,Resolved,1
GC-2022-04131,2022-08-14,324.84,Small claims,False,Default Judgment,2022-12-09,117,324.84,Resolved,1
GC-2022-01395,2022-08-14,2460.69,Small claims,False,Default Judgment,2022-10-29,76,2460.69,Resolved,1
GC-2022-04300,2022-08-14,1294.97,Small claims,False,Paid or discontinued,2022-09-20,37,848.63,Resolved,1
GC-2022-00934,2022-08-14,365.56,Small claims,False,Default Judgment,2022-10-09,56,365.56,Resolved,1
GC-2022-02235,2022-08-14,1323.22,Small claims,False,Default Judgment,2022-10-18,65,1323.22,Resolved,1
GC-2022-04707,2022-08-14,3421.06,Small claims,False,Paid or discontinued,2022-10-05,52,2474.21,Resolved,1
GC-2022-03051,2022-08-14,1303.97,Small claims,False,Default Judgment,2022-11-09,87,1303.97,Resolved,1
GC-2022-01760,2022-08-14,21439.0,Fast/multi-track,False,Paid or discontinued,2022-09-10,27,14232.44,Resolved,1
GC-2022-03750,2022-08-14,824.14,Small claims,False,Paid or discontinued,2022-09-15,32,597.8,Resolved,1
GC-2022-00302,2022-08-14,42134.6,Fast/multi-track,True,Settled,2023-03-04,202,22029.58,Resolved,1
GC-2022-00764,2022-08-14,1218.23,Small claims,False,Paid or discontinued,2022-09-14,31,877.29,Resolved,1
GC-2022-00014,2022-08-14,438.42,Small claims,False,Paid or discontinued,2022-09-05,22,268.78,Resolved,1
GC-2022-03489,2022-08-14,721.66,Small claims,False,Default Judgment,2022-09-28,45,721.66,Resolved,1
GC-2022-04844,2022-08-15,1123.2,Small claims,False,Paid or discontinued,2022-09-10,26,535.13,Resolved,1
GC-2022-04569,2022-08-15,997.82,Small claims,False,Paid or discontinued,2022-09-13,29,845.45,Resolved,1
GC-2022-00916,2022-08-15,19758.24,Fast/multi-track,True,Settled,2023-10-14,425,7684.48,Resolved,1
GC-2022-02637,2022-08-15,307.5,Small claims,True,Settled,2022-12-31,138,172.3,Resolved,1
GC-2022-02668,2022-08-15,979.19,Small claims,False,Paid or discontinued,2022-09-11,27,827.41,Resolved,1
GC-2022-03149,2022-08-15,1380.62,Small claims,False,Default Judgment,2022-09-28,44,1380.62,Resolved,1
GC-2022-03399,2022-08-15,10725.66,Fast/multi-track,False,Paid or discontinued,2022-09-03,19,10403.8,Resolved,1
GC-2022-01825,2022-08-15,2777.69,Small claims,False,Paid or discontinued,2022-09-08,24,1933.78,Resolved,1
GC-2022-03315,2022-08-15,1606.39,Small claims,False,Default Judgment,2022-10-26,72,1606.39,Resolved,1
GC-2022-01180,2022-08-15,2267.89,Small claims,False,Paid or discontinued,2022-09-08,24,980.25,Resolved,1
GC-2022-01469,2022-08-15,7848.2,Small claims,False,Default Judgment,2022-11-05,82,7848.2,Resolved,1
GC-2022-02954,2022-08-15,2116.44,Small claims,False,Paid or discontinued,2022-09-20,36,1001.65,Resolved,1
GC-2022-04236,2022-08-15,20566.56,Fast/multi-track,True,Settled,2023-03-10,207,9568.94,Resolved,1
GC-2022-00225,2022-08-15,1626.35,Small claims,False,Paid or discontinued,2022-09-28,44,1095.42,Resolved,1
GC-2022-02370,2022-08-16,599.17,Small claims,False,Default Judgment,2022-09-26,41,599.17,Resolved,1
GC-2022-05000,2022-08-16,3550.79,Small claims,False,Default Judgment,2022-10-19,64,3550.79,Resolved,1
GC-2022-03002,2022-08-16,347.5,Small claims,False,Paid or discontinued,2022-09-11,26,305.35,Resolved,1
GC-2022-01481,2022-08-16,618.38,Small claims,False,Default Judgment,2022-09-20,35,618.38,Resolved,1
GC-2022-02454,2022-08-16,1900.43,Small claims,True,Settled,2023-02-28,196,1536.24,Resolved,1
GC-2022-03230,2022-08-16,914.28,Small claims,False,Default Judgment,2022-09-21,36,914.28,Resolved,1
GC-2022-00556,2022-08-16,240.79,Small claims,False,Default Judgment,2022-09-30,45,240.79,Resolved,1
GC-2022-00342,2022-08-16,364.18,Small claims,False,Paid or discontinued,2022-09-25,40,194.61,Resolved,1
GC-2022-02895,2022-08-16,857.56,Small claims,False,Paid or discontinued,2022-09-26,41,598.4,Resolved,1
GC-2022-01149,2022-08-16,8741.65,Small claims,False,Paid or discontinued,2022-09-06,21,7529.14,Resolved,1
GC-2022-02745,2022-08-16,2169.09,Small claims,False,Paid or discontinued,2022-09-11,26,938.61,Resolved,1
GC-2022-00132,2022-08-16,14759.17,Fast/multi-track,False,Default Judgment,2022-10-06,51,14759.17,Resolved,1
GC-2022-01973,2022-08-16,5351.51,Small claims,False,Paid or discontinued,2022-10-11,56,4343.41,Resolved,1
GC-2022-03143,2022-08-16,19950.28,Fast/multi-track,False,Default Judgment,2022-09-20,35,19950.28,Resolved,1
GC-2022-00965,2022-08-16,1273.99,Small claims,False,Default Judgment,2022-10-04,49,1273.99,Resolved,1
GC-2022-00703,2022-08-16,1518.18,Small claims,False,Default Judgment,2022-10-19,64,1518.18,Resolved,1
GC-2022-03596,2022-08-17,26112.33,Fast/multi-track,True,Trial Judgment,2023-05-24,280,18390.56,Resolved,1
GC-2022-03110,2022-08-17,14076.33,Fast/multi-track,False,Default Judgment,2022-09-21,35,14076.33,Resolved,1
GC-2022-03028,2022-08-17,1014.43,Small claims,False,Default Judgment,2022-10-08,52,1014.43,Resolved,1
GC-2022-00818,2022-08-17,5806.69,Small claims,False,Default Judgment,2022-09-29,43,5806.69,Resolved,1
GC-2022-04037,2022-08-17,2519.18,Small claims,False,Paid or discontinued,2022-09-11,25,1559.55,Resolved,1
GC-2022-00214,2022-08-17,6745.6,Small claims,False,Paid or discontinued,2022-10-01,45,5163.91,Resolved,1
GC-2022-04118,2022-08-17,4501.0,Small claims,False,Default Judgment,2022-10-03,47,4501.0,Resolved,1
GC-2022-02814,2022-08-17,12635.41,Fast/multi-track,False,Paid or discontinued,2022-09-02,16,5739.73,Resolved,1
GC-2022-01121,2022-08-17,8088.66,Small claims,False,Paid or discontinued,2022-09-10,24,7108.18,Resolved,1
GC-2022-00940,2022-08-17,857.62,Small claims,False,Default Judgment,2022-09-24,38,857.62,Resolved,1
GC-2022-02180,2022-08-17,719.54,Small claims,False,Paid or discontinued,2022-09-04,18,534.85,Resolved,1
GC-2022-00417,2022-08-17,432.93,Small claims,False,Default Judgment,2022-09-27,41,432.93,Resolved,1
GC-2022-04034,2022-08-17,673.01,Small claims,False,Default Judgment,2022-09-28,42,673.01,Resolved,1
GC-2022-03020,2022-08-17,1190.74,Small claims,False,Default Judgment,2022-10-18,62,1190.74,Resolved,1
GC-2022-02081,2022-08-17,907.15,Small claims,False,Paid or discontinued,2022-08-25,8,787.46,Resolved,1
GC-2022-04765,2022-08-18,11668.53,Fast/multi-track,True,Trial Judgment,2024-02-28,559,0.0,Resolved,1
GC-2022-03397,2022-08-18,3575.61,Small claims,False,Paid or discontinued,2022-09-03,16,2396.37,Resolved,1
GC-2022-04144,2022-08-18,5459.34,Small claims,False,Default Judgment,2022-09-25,38,5459.34,Resolved,1
GC-2022-04759,2022-08-18,5393.04,Small claims,False,Paid or discontinued,2022-10-06,49,3139.86,Resolved,1
GC-2022-03908,2022-08-18,8685.81,Small claims,False,Paid or discontinued,2022-10-03,46,3913.48,Resolved,1
GC-2022-03196,2022-08-18,4983.38,Small claims,False,Default Judgment,2022-10-25,68,4983.38,Resolved,1
GC-2022-00864,2022-08-18,3989.71,Small claims,False,Default Judgment,2022-11-01,75,3989.71,Resolved,1
GC-2022-01492,2022-08-18,511.89,Small claims,False,Default Judgment,2022-10-15,58,511.89,Resolved,1
GC-2022-00496,2022-08-18,1300.05,Small claims,True,Trial Judgment,2023-07-19,335,516.82,Resolved,1
GC-2022-03173,2022-08-18,920.34,Small claims,False,Paid or discontinued,2022-10-03,46,702.06,Resolved,1
GC-2022-02242,2022-08-18,7052.58,Small claims,False,Paid or discontinued,2022-10-06,49,3451.46,Resolved,1
GC-2022-04402,2022-08-18,2883.29,Small claims,False,Default Judgment,2022-10-05,48,2883.29,Resolved,1
GC-2022-04285,2022-08-18,4955.63,Small claims,False,Default Judgment,2022-10-27,70,4955.63,Resolved,1
GC-2022-04485,2022-08-19,4163.05,Small claims,False,Default Judgment,2022-09-24,36,4163.05,Resolved,1
GC-2022-01987,2022-08-19,7888.42,Small claims,False,Default Judgment,2022-10-02,44,7888.42,Resolved,1
GC-2022-03245,2022-08-19,2444.86,Small claims,False,Default Judgment,2022-10-04,46,2444.86,Resolved,1
GC-2022-03443,2022-08-19,3382.47,Small claims,False,Paid or discontinued,2022-09-25,37,2145.87,Resolved,1
GC-2022-02374,2022-08-19,1980.43,Small claims,False,Paid or discontinued,2022-09-11,23,759.79,Resolved,1
GC-2022-01721,2022-08-19,1625.07,Small claims,False,Paid or discontinued,2022-09-02,14,1531.76,Resolved,1
GC-2022-02964,2022-08-19,3355.28,Small claims,False,Paid or discontinued,2022-10-29,71,2753.23,Resolved,1
GC-2022-03701,2022-08-19,2074.72,Small claims,False,Paid or discontinued,2022-09-23,35,1928.27,Resolved,1
GC-2022-01942,2022-08-19,427.53,Small claims,True,Settled,2022-11-27,100,297.58,Resolved,1
GC-2022-02915,2022-08-19,26282.92,Fast/multi-track,False,Paid or discontinued,2022-09-12,24,14808.57,Resolved,1
GC-2022-04825,2022-08-19,172.95,Small claims,False,Default Judgment,2022-09-28,40,172.95,Resolved,1
GC-2022-00605,2022-08-19,2010.66,Small claims,False,Paid or discontinued,2022-09-15,27,1371.55,Resolved,1
GC-2022-00722,2022-08-19,807.59,Small claims,False,Default Judgment,2022-10-16,58,807.59,Resolved,1
GC-2022-00240,2022-08-19,1306.36,Small claims,False,Default Judgment,2022-10-10,52,1306.36,Resolved,1
GC-2022-02436,2022-08-19,2370.65,Small claims,False,Paid or discontinued,2022-09-18,30,1595.38,Resolved,1
GC-2022-00184,2022-08-19,547.08,Small claims,True,Trial Judgment,2023-03-23,216,324.0,Resolved,1
GC-2022-02020,2022-08-20,3604.24,Small claims,True,Settled,2022-12-14,116,1515.7,Resolved,1
GC-2022-01911,2022-08-20,943.2,Small claims,False,Paid or discontinued,2022-09-14,25,704.15,Resolved,1
GC-2022-01864,2022-08-20,9149.33,Small claims,True,Settled,2023-04-05,228,5541.56,Resolved,1
GC-2022-04947,2022-08-20,22527.57,Fast/multi-track,False,Paid or discontinued,2022-09-19,30,16800.48,Resolved,1
GC-2022-04977,2022-08-20,7897.62,Small claims,False,Paid or discontinued,2022-09-26,37,6985.64,Resolved,1
GC-2022-03003,2022-08-20,2266.61,Small claims,False,Default Judgment,2022-11-05,77,2266.61,Resolved,1
GC-2022-02935,2022-08-20,3458.16,Small claims,False,Paid or discontinued,2022-09-29,40,2929.08,Resolved,1
GC-2022-03634,2022-08-20,660.2,Small claims,False,Paid or discontinued,2022-09-17,28,268.17,Resolved,1
GC-2022-01671,2022-08-20,7296.59,Small claims,False,Default Judgment,2022-10-01,42,7296.59,Resolved,1
GC-2022-03586,2022-08-20,4033.95,Small claims,False,Paid or discontinued,2022-09-10,21,3792.26,Resolved,1
GC-2022-02508,2022-08-20,1425.39,Small claims,False,Paid or discontinued,2022-09-20,31,1045.61,Resolved,1
GC-2022-03661,2022-08-20,6699.03,Small claims,False,Paid or discontinued,2022-09-15,26,4120.67,Resolved,1
GC-2022-01301,2022-08-20,16195.84,Fast/multi-track,False,Paid or discontinued,2022-09-21,32,11421.01,Resolved,1
GC-2022-01570,2022-08-20,29197.0,Fast/multi-track,False,Default Judgment,2022-10-29,70,29197.0,Resolved,1
GC-2022-03922,2022-08-20,198.56,Small claims,False,Default Judgment,2022-10-24,65,198.56,Resolved,1
GC-2022-00853,2022-08-21,479.03,Small claims,False,Default Judgment,2022-10-08,48,479.03,Resolved,1
GC-2022-03269,2022-08-21,3832.16,Small claims,False,Paid or discontinued,2022-09-01,11,1455.45,Resolved,1
GC-2022-01498,2022-08-21,6689.23,Small claims,False,Default Judgment,2022-10-01,41,6689.23,Resolved,1
GC-2022-03960,2022-08-21,9790.66,Small claims,True,Settled,2023-02-12,175,4456.21,Resolved,1
GC-2022-02858,2022-08-21,16274.22,Fast/multi-track,False,Default Judgment,2022-10-19,59,16274.22,Resolved,1
GC-2022-01777,2022-08-21,2703.56,Small claims,False,Paid or discontinued,2022-10-16,56,1167.02,Resolved,1
GC-2022-02786,2022-08-21,1620.76,Small claims,False,Paid or discontinued,2022-09-27,37,1248.51,Resolved,1
GC-2022-02509,2022-08-21,1039.82,Small claims,False,Default Judgment,2022-10-25,65,1039.82,Resolved,1
GC-2022-02558,2022-08-21,40102.51,Fast/multi-track,False,Paid or discontinued,2022-09-17,27,28322.42,Resolved,1
GC-2022-01370,2022-08-22,4137.67,Small claims,False,Default Judgment,2022-10-11,50,4137.67,Resolved,1
GC-2022-03323,2022-08-22,5461.06,Small claims,True,Settled,2022-10-26,65,2274.64,Resolved,1
GC-2022-04091,2022-08-22,1313.27,Small claims,False,Paid or discontinued,2022-10-01,40,909.17,Resolved,1
GC-2022-04386,2022-08-22,9336.18,Small claims,True,Settled,2022-11-13,83,2162.14,Resolved,1
GC-2022-02748,2022-08-22,3322.14,Small claims,False,Paid or discontinued,2022-10-16,55,1517.26,Resolved,1
GC-2022-00424,2022-08-22,333.21,Small claims,False,Paid or discontinued,2022-09-19,28,162.32,Resolved,1
GC-2022-01844,2022-08-22,2055.55,Small claims,False,Paid or discontinued,2022-10-12,51,889.21,Resolved,1
GC-2022-04672,2022-08-22,12260.26,Fast/multi-track,True,Settled,2023-04-02,223,5009.26,Resolved,1
GC-2022-02727,2022-08-22,2638.68,Small claims,False,Default Judgment,2022-11-05,75,2638.68,Resolved,1
GC-2022-04783,2022-08-22,3845.81,Small claims,False,Paid or discontinued,2022-10-04,43,3078.61,Resolved,1
GC-2022-03658,2022-08-22,651.71,Small claims,False,Paid or discontinued,2022-09-18,27,360.16,Resolved,1
GC-2022-03866,2022-08-22,2528.08,Small claims,False,Default Judgment,2022-10-02,41,2528.08,Resolved,1
GC-2022-04247,2022-08-22,8833.88,Small claims,False,Default Judgment,2022-10-24,63,8833.88,Resolved,1
GC-2022-04503,2022-08-22,4781.34,Small claims,False,Paid or discontinued,2022-09-30,39,4661.23,Resolved,1
GC-2022-01580,2022-08-22,1685.6,Small claims,False,Paid or discontinued,2022-09-18,27,1109.28,Resolved,1
GC-2022-03343,2022-08-22,89240.97,Fast/multi-track,False,Default Judgment,2022-10-13,52,89240.97,Resolved,1
GC-2022-01686,2022-08-22,21911.66,Fast/multi-track,False,Paid or discontinued,2022-10-03,42,12053.7,Resolved,1
GC-2022-00465,2022-08-23,454.5,Small claims,False,Paid or discontinued,2022-09-07,15,268.07,Resolved,1
GC-2022-04189,2022-08-23,300.17,Small claims,False,Paid or discontinued,2022-11-03,72,255.64,Resolved,1
GC-2022-04774,2022-08-23,655.14,Small claims,False,Default Judgment,2022-10-02,40,655.14,Resolved,1
GC-2022-01239,2022-08-23,2132.39,Small claims,False,Paid or discontinued,2022-09-08,16,1276.39,Resolved,1
GC-2022-00019,2022-08-23,1761.72,Small claims,False,Default Judgment,2022-10-01,39,1761.72,Resolved,1
GC-2022-00796,2022-08-23,1151.39,Small claims,False,Paid or discontinued,2022-09-30,38,485.62,Resolved,1
GC-2022-00665,2022-08-23,13577.0,Fast/multi-track,True,Settled,2023-01-14,144,7359.81,Resolved,1
GC-2022-03990,2022-08-23,14703.3,Fast/multi-track,False,Default Judgment,2022-10-10,48,14703.3,Resolved,1
GC-2022-03818,2022-08-23,1681.82,Small claims,False,Default Judgment,2022-10-13,51,1681.82,Resolved,1
GC-2022-04605,2022-08-23,67509.29,Fast/multi-track,False,Default Judgment,2022-10-14,52,67509.29,Resolved,1
GC-2022-03281,2022-08-23,1745.26,Small claims,False,Paid or discontinued,2022-09-09,17,734.56,Resolved,1
GC-2022-01256,2022-08-23,1535.88,Small claims,False,Default Judgment,2022-09-28,36,1535.88,Resolved,1
GC-2022-03011,2022-08-23,3027.16,Small claims,False,Default Judgment,2022-11-12,81,3027.16,Resolved,1
GC-2022-02694,2022-08-23,80051.26,Fast/multi-track,False,Paid or discontinued,2022-09-22,30,58897.6,Resolved,1
GC-2022-03767,2022-08-23,1441.12,Small claims,False,Paid or discontinued,2022-09-18,26,985.85,Resolved,1
GC-2022-00844,2022-08-23,5583.22,Small claims,False,Default Judgment,2022-11-12,81,5583.22,Resolved,1
GC-2022-01510,2022-08-23,37841.79,Fast/multi-track,False,Paid or discontinued,2022-09-29,37,12907.38,Resolved,1
GC-2022-02323,2022-08-23,280.72,Small claims,False,Default Judgment,2022-10-23,61,280.72,Resolved,1
GC-2022-02524,2022-08-23,1000.19,Small claims,False,Paid or discontinued,2022-09-24,32,818.38,Resolved,1
GC-2022-03733,2022-08-23,1073.5,Small claims,False,Paid or discontinued,2022-09-27,35,436.68,Resolved,1
GC-2022-03232,2022-08-24,755.81,Small claims,False,Paid or discontinued,2022-09-23,30,485.84,Resolved,1
GC-2022-02419,2022-08-24,9926.42,Small claims,True,Settled,2023-01-25,154,3175.35,Resolved,1
GC-2022-01812,2022-08-24,881.59,Small claims,False,Default Judgment,2022-09-29,36,881.59,Resolved,1
GC-2022-00041,2022-08-24,151.54,Small claims,False,Default Judgment,2022-10-02,39,151.54,Resolved,1
GC-2022-00067,2022-08-24,2770.98,Small claims,False,Default Judgment,2022-11-06,74,2770.98,Resolved,1
GC-2022-02400,2022-08-24,347.2,Small claims,False,Paid or discontinued,2022-09-20,27,176.41,Resolved,1
GC-2022-03744,2022-08-24,6554.37,Small claims,False,Paid or discontinued,2022-10-28,65,4569.39,Resolved,1
GC-2022-02493,2022-08-24,1011.34,Small claims,False,Paid or discontinued,2022-10-12,49,338.27,Resolved,1
GC-2022-02564,2022-08-24,5767.77,Small claims,False,Paid or discontinued,2022-10-07,44,4491.35,Resolved,1
GC-2022-00858,2022-08-24,3028.77,Small claims,False,Paid or discontinued,2022-09-27,34,2812.54,Resolved,1
GC-2022-00482,2022-08-24,2872.88,Small claims,False,Paid or discontinued,2022-09-08,15,2607.89,Resolved,1
GC-2022-01473,2022-08-24,1074.44,Small claims,False,Paid or discontinued,2022-10-09,46,899.79,Resolved,1
GC-2022-04411,2022-08-24,1244.01,Small claims,True,Settled,2023-01-01,130,644.48,Resolved,1
GC-2022-00843,2022-08-25,5492.03,Small claims,False,Default Judgment,2022-10-22,58,5492.03,Resolved,1
GC-2022-01393,2022-08-25,18478.75,Fast/multi-track,True,Settled,2023-03-05,192,11116.04,Resolved,1
GC-2022-03108,2022-08-25,2804.91,Small claims,True,Settled,2022-12-27,124,952.7,Resolved,1
GC-2022-04627,2022-08-25,930.32,Small claims,False,Paid or discontinued,2022-09-19,25,184.76,Resolved,1
GC-2022-04594,2022-08-25,2121.98,Small claims,False,Paid or discontinued,2022-09-23,29,1829.05,Resolved,1
GC-2022-00742,2022-08-25,6988.31,Small claims,False,Paid or discontinued,2022-10-21,57,4901.72,Resolved,1
GC-2022-02052,2022-08-25,146.18,Small claims,False,Paid or discontinued,2022-10-04,40,136.58,Resolved,1
GC-2022-04877,2022-08-25,18591.16,Fast/multi-track,False,Default Judgment,2022-10-25,61,18591.16,Resolved,1
GC-2022-01452,2022-08-25,5165.13,Small claims,False,Paid or discontinued,2022-09-16,22,2750.75,Resolved,1
GC-2022-02072,2022-08-25,4553.4,Small claims,False,Default Judgment,2022-10-25,61,4553.4,Resolved,1
GC-2022-04252,2022-08-25,68812.32,Fast/multi-track,False,Default Judgment,2022-10-14,50,68812.32,Resolved,1
GC-2022-01581,2022-08-25,322.56,Small claims,False,Paid or discontinued,2022-09-22,28,254.16,Resolved,1
GC-2022-02709,2022-08-25,167.13,Small claims,False,Paid or discontinued,2022-10-24,60,148.11,Resolved,1
GC-2022-03191,2022-08-25,9776.88,Small claims,False,Paid or discontinued,2022-09-21,27,7208.56,Resolved,1
GC-2022-00524,2022-08-26,9003.88,Small claims,False,Paid or discontinued,2022-09-14,19,4640.34,Resolved,1
GC-2022-02327,2022-08-26,5977.58,Small claims,False,Default Judgment,2022-11-14,80,5977.58,Resolved,1
GC-2022-04616,2022-08-26,287.24,Small claims,False,Default Judgment,2022-10-09,44,287.24,Resolved,1
GC-2022-04119,2022-08-26,4880.74,Small claims,False,Default Judgment,2022-10-24,59,4880.74,Resolved,1
GC-2022-00388,2022-08-26,3543.72,Small claims,False,Default Judgment,2022-09-23,28,3543.72,Resolved,1
GC-2022-00592,2022-08-26,5935.24,Small claims,True,Settled,2023-01-15,142,1763.75,Resolved,1
GC-2022-04299,2022-08-26,1381.21,Small claims,False,Paid or discontinued,2022-10-15,50,1310.66,Resolved,1
GC-2022-02429,2022-08-26,281.22,Small claims,False,Default Judgment,2022-09-29,34,281.22,Resolved,1
GC-2022-00441,2022-08-26,5590.45,Small claims,False,Default Judgment,2022-10-18,53,5590.45,Resolved,1
GC-2022-01074,2022-08-26,666.07,Small claims,False,Default Judgment,2022-10-13,48,666.07,Resolved,1
GC-2022-00607,2022-08-26,2860.72,Small claims,False,Default Judgment,2022-10-31,66,2860.72,Resolved,1
GC-2022-04602,2022-08-26,2356.01,Small claims,False,Default Judgment,2022-10-11,46,2356.01,Resolved,1
GC-2022-03459,2022-08-26,3552.01,Small claims,False,Default Judgment,2022-10-10,45,3552.01,Resolved,1
GC-2022-04693,2022-08-26,2547.63,Small claims,False,Paid or discontinued,2022-09-19,24,1891.6,Resolved,1
GC-2022-00364,2022-08-26,4604.52,Small claims,False,Paid or discontinued,2022-09-19,24,2771.21,Resolved,1
GC-2022-00987,2022-08-26,9392.93,Small claims,False,Default Judgment,2022-10-06,41,9392.93,Resolved,1
GC-2022-04257,2022-08-26,7474.37,Small claims,True,Settled,2022-11-24,90,3166.97,Resolved,1
GC-2022-01277,2022-08-27,5311.09,Small claims,True,Settled,2022-11-22,87,1666.34,Resolved,1
GC-2022-01737,2022-08-27,3856.14,Small claims,False,Paid or discontinued,2022-10-06,40,2872.84,Resolved,1
GC-2022-04869,2022-08-27,184.21,Small claims,False,Paid or discontinued,2022-09-14,18,92.25,Resolved,1
