timeline,survival,complexity
513.0,0.3861260924022678,Medium
514.0,0.3849137655815386,Medium
515.0,0.38309527535044485,Medium
516.0,0.3824881513007613,Medium
517.0,0.3806667791517101,Medium
518.0,0.37945059135889325,Medium
519.0,0.3782344035660762,Medium
520.0,0.3770162573388103,Medium
521.0,0.37336181865701246,Medium
522.0,0.3715345993161136,Medium
523.0,0.36848923374794873,Medium
524.0,0.36727108752068277,Medium
525.0,0.36544386817978375,Medium
526.0,0.36544386817978375,Medium
527.0,0.3636105377374105,Medium
528.0,0.36299942758995263,Medium
529.0,0.36116300552794584,Medium
530.0,0.357490161403933,Medium
531.0,0.3568780207165974,Medium
532.0,0.3562648282411391,Medium
533.0,0.35565163576568115,Medium
534.0,0.3519724809129328,Medium
535.0,0.35012969305474995,Medium
536.0,0.34890116781596137,Medium
537.0,0.3470583799577785,Medium
538.0,0.3464430282202646,Medium
539.0,0.3464430282202646,Medium
540.0,0.34582548271541574,Medium
541.0,0.34459039170571787,Medium
542.0,0.342737755191171,Medium
543.0,0.3415026641814732,Medium
544.0,0.3402675731717753,Medium
545.0,0.33903023654206005,Medium
546.0,0.33593689496777096,Medium
547.0,0.33469955833805537,Medium
549.0,0.33469955833805537,Medium
550.0,0.33284011634728833,Medium
551.0,0.3322203023503659,Medium
552.0,0.33097835729485053,Medium
553.0,0.32911543971157753,Medium
554.0,0.32849446718381986,Medium
555.0,0.32787349465606214,Medium
556.0,0.3247686320172738,Medium
557.0,0.32352430775667107,Medium
558.0,0.32227758595414063,Medium
559.0,0.32103086415161014,Medium
560.0,0.3179140596452837,Medium
561.0,0.3166673378427533,Medium
562.0,0.3129271724351616,Medium
563.0,0.311672955311173,Medium
564.0,0.3097916296251901,Medium
565.0,0.308532314057608,Medium
566.0,0.30727042320256653,Medium
567.0,0.3053697814095609,Medium
568.0,0.30220204508788506,Medium
569.0,0.3009349505592146,Medium
570.0,0.3003000666972751,Medium
571.0,0.29776053124951807,Medium
572.0,0.29585180989535426,Medium
573.0,0.29266375159906816,Medium
574.0,0.29202613993981097,Medium
575.0,0.28947569330278206,Medium
576.0,0.28883667411226827,Medium
577.0,0.287555801943256,Medium
579.0,0.28691536585874966,Medium
580.0,0.28563449368973753,Medium
581.0,0.2843536215207252,Medium
582.0,0.2837131854362191,Medium
583.0,0.28307274935171284,Medium
584.0,0.2805110050136884,Medium
586.0,0.27986910340038484,Medium
587.0,0.27664480497411303,Medium
588.0,0.27535508560360444,Medium
589.0,0.27341596528245204,Medium
590.0,0.27276959184206817,Medium
591.0,0.2721216830728472,Medium
593.0,0.2708258655344051,Medium
594.0,0.2688774780125748,Medium
596.0,0.2675754079011335,Medium
597.0,0.2669243728454132,Medium
598.0,0.2656191191884672,Medium
599.0,0.2636564163373208,Medium
600.0,0.26234794776989007,Medium
601.0,0.2603852449187437,Medium
602.0,0.25973101063502835,Medium
603.0,0.25842254206759746,Medium
604.0,0.257768307783882,Medium
607.0,0.256459839216451,Medium
608.0,0.2544870712224783,Medium
609.0,0.2538294818911541,Medium
610.0,0.2518567138971813,Medium
611.0,0.24856016005035952,Medium
612.0,0.24723803153945342,Medium
613.0,0.24525483877309404,Medium
614.0,0.24459377451764092,Medium
617.0,0.24261058175128183,Medium
618.0,0.24062738898492247,Medium
619.0,0.23996450361581817,Medium
620.0,0.23863506038248958,Medium
621.0,0.23664089553249668,Medium
622.0,0.23597430146057408,Medium
623.0,0.23530770738865153,Medium
624.0,0.23330792517288393,Medium
625.0,0.23196707502821223,Medium
626.0,0.23062622488354034,Medium
627.0,0.22928537473886856,Medium
628.0,0.22861298361060214,Medium
629.0,0.22659581022580258,Medium
630.0,0.22592341909753613,Medium
631.0,0.22525102796926963,Medium
633.0,0.22322781514319825,Medium
634.0,0.2225534108678411,Medium
636.0,0.22120460231712705,Medium
637.0,0.22052813564337437,Medium
638.0,0.2184924913143587,Medium
641.0,0.21781394320468672,Medium
642.0,0.21645684698534284,Medium
643.0,0.21577616507658381,Medium
644.0,0.21509548316782498,Medium
645.0,0.213734119350307,Medium
646.0,0.2116920736240302,Medium
648.0,0.21032631831032664,Medium
649.0,0.20964344065347496,Medium
650.0,0.2089605629966233,Medium
651.0,0.2062290523692165,Medium
652.0,0.204863297055513,Medium
653.0,0.204863297055513,Medium
657.0,0.204863297055513,Medium
659.0,0.20280091487039045,Medium
660.0,0.20211111584021918,Medium
661.0,0.2014213168100477,Medium
662.0,0.2014213168100477,Medium
663.0,0.2000369778628996,Medium
664.0,0.19934480838932553,Medium
665.0,0.19865263891575152,Medium
666.0,0.19796046944217735,Medium
667.0,0.19586194856469838,Medium
668.0,0.1930538919544519,Medium
669.0,0.19235187780189025,Medium
670.0,0.19164986364932857,Medium
672.0,0.1895360783884903,Medium
673.0,0.18882885421539897,Medium
674.0,0.18812163004230756,Medium
675.0,0.18741440586921612,Medium
677.0,0.18599995752303344,Medium
679.0,0.18529273334994198,Medium
680.0,0.1845855091768507,Medium
681.0,0.18246383665757648,Medium
683.0,0.18175661248448516,Medium
684.0,0.18034216413830229,Medium
688.0,0.17891087712133155,Medium
689.0,0.17891087712133155,Medium
691.0,0.17746804746712716,Medium
693.0,0.1767407194037372,Medium
694.0,0.1767407194037372,Medium
696.0,0.17600429973955503,Medium
698.0,0.17453146041119055,Medium
701.0,0.17305862108282602,Medium
702.0,0.17231905432606168,Medium
703.0,0.17157948756929753,Medium
705.0,0.17009395088038598,Medium
706.0,0.16935118253593012,Medium
708.0,0.1686084141914743,Medium
711.0,0.16786564584701846,Medium
712.0,0.1663801091581067,Medium
713.0,0.16489457246919506,Medium
714.0,0.16415180412473918,Medium
715.0,0.1634056595605358,Medium
716.0,0.16191337043212906,Medium
718.0,0.16116722586792573,Medium
720.0,0.16042108130372226,Medium
721.0,0.1596749367395189,Medium
722.0,0.1596749367395189,Medium
723.0,0.15742599396853968,Medium
724.0,0.15667634637821332,Medium
726.0,0.15592669878788695,Medium
727.0,0.15517705119756053,Medium
728.0,0.15442376454126172,Medium
730.0,0.1514106179160663,Medium
731.0,0.1514106179160663,Medium
732.0,0.1514106179160663,Medium
733.0,0.1506497605396037,Medium
734.0,0.1491203213463082,Medium
735.0,0.14759088215301275,Medium
736.0,0.14682217964179917,Medium
737.0,0.14605347713058556,Medium
740.0,0.14451607210815834,Medium
741.0,0.14297866708573118,Medium
742.0,0.14220996457451746,Medium
743.0,0.14220996457451746,Medium
744.0,0.14066420409001176,Medium
746.0,0.14066420409001176,Medium
747.0,0.14066420409001176,Medium
748.0,0.13987837054760946,Medium
749.0,0.13987837054760946,Medium
750.0,0.13829782398774956,Medium
751.0,0.13750300890736022,Medium
752.0,0.13511856366619213,Medium
754.0,0.13272000928158523,Medium
756.0,0.1319204911533828,Medium
758.0,0.13112097302518058,Medium
761.0,0.13032145489697822,Medium
765.0,0.13032145489697822,Medium
766.0,0.1295170014716883,Medium
768.0,0.1279080946211083,Medium
769.0,0.1279080946211083,Medium
771.0,0.1279080946211083,Medium
772.0,0.12627869214185858,Medium
773.0,0.1254639909022337,Medium
774.0,0.12301988718335898,Medium
775.0,0.12220518594373406,Medium
777.0,0.12220518594373406,Medium
778.0,0.12138501691055459,Medium
782.0,0.12056484787737518,Medium
783.0,0.11892450981101634,Medium
784.0,0.11810434077783695,Medium
787.0,0.11646400271147811,Medium
789.0,0.11564383367829868,Medium
792.0,0.11400349561193979,Medium
794.0,0.11318332657876044,Medium
796.0,0.11236315754558099,Medium
799.0,0.11071075816991062,Medium
802.0,0.1090583587942403,Medium
803.0,0.10823215910640514,Medium
805.0,0.10739960403635587,Medium
806.0,0.1065670489663066,Medium
807.0,0.10573449389625734,Medium
808.0,0.10573449389625734,Medium
812.0,0.10404274199391714,Medium
813.0,0.10318993263331128,Medium
815.0,0.10233712327270535,Medium
816.0,0.10233712327270535,Medium
818.0,0.10147714744688431,Medium
820.0,0.10061717162106323,Medium
821.0,0.09975719579524216,Medium
823.0,0.09889721996942112,Medium
824.0,0.09802970049600515,Medium
828.0,0.09716218102258911,Medium
830.0,0.09629466154917316,Medium
833.0,0.0954192555350897,Medium
834.0,0.0954192555350897,Medium
835.0,0.09452748679177113,Medium
838.0,0.09452748679177113,Medium
840.0,0.09452748679177113,Medium
844.0,0.09361856864954259,Medium
845.0,0.09270965050731397,Medium
846.0,0.09180073236508546,Medium
848.0,0.09089181422285691,Medium
849.0,0.09089181422285691,Medium
851.0,0.0890556159557285,Medium
855.0,0.0890556159557285,Medium
858.0,0.08811818841935241,Medium
859.0,0.08718076088297635,Medium
860.0,0.08624333334660025,Medium
861.0,0.08340014653297613,Medium
866.0,0.08340014653297613,Medium
867.0,0.08340014653297613,Medium
868.0,0.08243037738724389,Medium
872.0,0.08146060824151158,Medium
876.0,0.08049083909577934,Medium
877.0,0.07952106995004705,Medium
880.0,0.07855130080431479,Medium
883.0,0.07758153165858243,Medium
885.0,0.07661176251285019,Medium
886.0,0.07464735834585404,Medium
889.0,0.07366515626235594,Medium
895.0,0.07268295417885791,Medium
897.0,0.07170075209535978,Medium
900.0,0.07071855001186172,Medium
903.0,0.06973634792836364,Medium
905.0,0.06875414584486558,Medium
907.0,0.06775770894856319,Medium
911.0,0.06676127205226075,Medium
913.0,0.06576483515595834,Medium
914.0,0.06576483515595834,Medium
919.0,0.06475306846125128,Medium
920.0,0.06475306846125128,Medium
925.0,0.06372524197773938,Medium
928.0,0.06269741549422746,Medium
931.0,0.0616695890107155,Medium
932.0,0.060624341739347415,Medium
935.0,0.05957909446797938,Medium
937.0,0.057488599925243265,Medium
945.0,0.0564433526538752,Medium
946.0,0.0564433526538752,Medium
947.0,0.0564433526538752,Medium
949.0,0.055357903564377586,Medium
950.0,0.05427245447487998,Medium
952.0,0.05318700538538238,Medium
953.0,0.05207894277318689,Medium
967.0,0.05097088016099144,Medium
971.0,0.049862817548795964,Medium
973.0,0.049862817548795964,Medium
976.0,0.048729571695414246,Medium
977.0,0.048729571695414246,Medium
981.0,0.048729571695414246,Medium
988.0,0.048729571695414246,Medium
991.0,0.047511332403028884,Medium
994.0,0.04629309311064353,Medium
996.0,0.04629309311064353,Medium
1000.0,0.04629309311064353,Medium
1008.0,0.045007173857570096,Medium
1011.0,0.043721254604496676,Medium
1017.0,0.042396368101330115,Medium
1024.0,0.041071481598163546,Medium
1041.0,0.041071481598163546,Medium
1054.0,0.041071481598163546,Medium
1057.0,0.039655223612019966,Medium
1064.0,0.039655223612019966,Medium
1068.0,0.0381865116263896,Medium
1071.0,0.03671779964075922,Medium
1073.0,0.03524908765512886,Medium
1081.0,0.03524908765512886,Medium
1085.0,0.03524908765512886,Medium
1087.0,0.033646856398077546,Medium
1096.0,0.032044625141026226,Medium
1100.0,0.030442393883974916,Medium
1105.0,0.028840162626923602,Medium
1108.0,0.0272379313698723,Medium
1109.0,0.025635700112820983,Medium
1115.0,0.024033468855769673,Medium
1118.0,0.02082900634166705,Medium
1132.0,0.01762454382756443,Medium
1146.0,0.01762454382756443,Medium
1172.0,0.015862089444807992,Medium
1220.0,0.014099635062051544,Medium
1233.0,0.0123371806792951,Medium
1239.0,0.0123371806792951,Medium
1281.0,0.01028098389941258,Medium
1346.0,0.01028098389941258,Medium
1386.0,0.01028098389941258,Medium
1394.0,0.01028098389941258,Medium
1420.0,0.00514049194970629,Medium
1471.0,0.00514049194970629,Medium
0.0,1.0,High
181.0,1.0,High
182.0,1.0,High
183.0,1.0,High
184.0,1.0,High
185.0,0.9989785495403478,High
186.0,0.9989785495403478,High
188.0,0.997956053583807,High
189.0,0.997956053583807,High
190.0,0.997956053583807,High
191.0,0.997956053583807,High
193.0,0.997956053583807,High
196.0,0.997956053583807,High
199.0,0.9969251072474603,High
200.0,0.9969251072474603,High
202.0,0.9969251072474603,High
206.0,0.9969251072474603,High
208.0,0.9969251072474603,High
210.0,0.9969251072474603,High
211.0,0.995884475611503,High
213.0,0.995884475611503,High
214.0,0.9948427554487299,High
216.0,0.9938010352859566,High
223.0,0.9938010352859566,High
224.0,0.9938010352859566,High
226.0,0.9927560289397045,High
228.0,0.9927560289397045,High
230.0,0.9927560289397045,High
231.0,0.9927560289397045,High
232.0,0.9917043806039636,High
233.0,0.9906527322682224,High
234.0,0.9906527322682224,High
235.0,0.9906527322682224,High
237.0,0.9906527322682224,High
240.0,0.9906527322682224,High
241.0,0.9906527322682224,High
243.0,0.9906527322682224,High
247.0,0.9906527322682224,High
250.0,0.9895898001520551,High
251.0,0.9895898001520551,High
255.0,0.9895898001520551,High
259.0,0.9895898001520551,High
260.0,0.9895898001520551,High
263.0,0.9895898001520551,High
266.0,0.9895898001520551,High
267.0,0.9895898001520551,High
269.0,0.9895898001520551,High
270.0,0.9895898001520551,High
271.0,0.9895898001520551,High
275.0,0.9895898001520551,High
276.0,0.9895898001520551,High
278.0,0.9895898001520551,High
279.0,0.9874196470815465,High
285.0,0.9863345705462921,High
286.0,0.9863345705462921,High
287.0,0.9863345705462921,High
288.0,0.9863345705462921,High
291.0,0.9852446980926498,High
293.0,0.9841536186927691,High
295.0,0.9841536186927691,High
297.0,0.9841536186927691,High
299.0,0.9830588983160258,High
300.0,0.9819641779392815,High
301.0,0.9808694575625375,High
302.0,0.9797747371857939,High
303.0,0.9786800168090495,High
305.0,0.9786800168090495,High
306.0,0.9786800168090495,High
307.0,0.9764832042011733,High
308.0,0.9753847978972349,High
309.0,0.9753847978972349,High
313.0,0.9753847978972349,High
314.0,0.9753847978972349,High
315.0,0.9753847978972349,High
320.0,0.9742801718520516,High
321.0,0.9731742919748069,High
322.0,0.9720646291561358,High
323.0,0.9720646291561358,High
324.0,0.9720646291561358,High
325.0,0.9720646291561358,High
327.0,0.9720646291561358,High
329.0,0.970946027741687,High
330.0,0.9687088249127888,High
331.0,0.9675889303175138,High
332.0,0.9664677380459986,High
334.0,0.9653439383505961,High
335.0,0.9653439383505961,High
336.0,0.9653439383505961,High
337.0,0.9642162001048592,High
338.0,0.9630871413225348,High
339.0,0.9630871413225348,High
340.0,0.9619567573538471,High
341.0,0.9608250435216661,High
342.0,0.958558946720907,High
343.0,0.958558946720907,High
344.0,0.958558946720907,High
345.0,0.958558946720907,High
347.0,0.9574191620042352,High
349.0,0.9562793772875632,High
350.0,0.9551355024343479,High
351.0,0.9539902560285515,High
352.0,0.9528450096227546,High
354.0,0.9528450096227546,High
355.0,0.9516983850624378,High
357.0,0.9516983850624378,High
358.0,0.9516983850624378,High
360.0,0.949394030619188,High
362.0,0.949394030619188,High
364.0,0.9482390500466585,High
365.0,0.9470812490087499,High
366.0,0.9459234479708424,High
367.0,0.9447628057033931,High
368.0,0.9447628057033931,High
369.0,0.9436007358316796,High
370.0,0.9436007358316796,High
372.0,0.9424357966516405,High
373.0,0.9401059182915629,High
375.0,0.9401059182915629,High
377.0,0.9401059182915629,High
379.0,0.9401059182915629,High
380.0,0.9389322529753431,High
381.0,0.937758587659124,High
382.0,0.937758587659124,High
383.0,0.9365834515843631,High
384.0,0.9354083155096021,High
386.0,0.934231701276257,High
387.0,0.9307018585762207,High
388.0,0.9283486301095292,High
389.0,0.9283486301095292,High
390.0,0.9259864198547972,High
391.0,0.9259864198547972,High
392.0,0.9259864198547972,High
393.0,0.9248007778319358,High
398.0,0.9248007778319358,High
399.0,0.9248007778319358,High
401.0,0.9248007778319358,High
403.0,0.923607486505701,High
404.0,0.923607486505701,High
405.0,0.9224111037511595,High
406.0,0.920018338242078,High
407.0,0.920018338242078,High
408.0,0.920018338242078,High
409.0,0.9188188358454129,High
410.0,0.917619333448748,High
411.0,0.9164166868780423,High
414.0,0.9140113937366301,High
415.0,0.9140113937366301,High
418.0,0.9140113937366301,High
420.0,0.9140113937366301,High
421.0,0.911590171501566,High
422.0,0.9103795603840342,High
423.0,0.9091657209701888,High
424.0,0.907951881556344,High
425.0,0.9067380421424983,High
426.0,0.9055242027286525,High
427.0,0.9043087340001572,High
428.0,0.9030932652716627,High
430.0,0.9018777965431677,High
431.0,0.8982264694316572,High
432.0,0.8970077089575307,High
434.0,0.8957872903058876,High
435.0,0.8957872903058876,High
436.0,0.8957872903058876,High
439.0,0.8933397840482215,High
440.0,0.8921160309193884,High
441.0,0.8921160309193884,High
442.0,0.890888911206982,High
444.0,0.890888911206982,High
445.0,0.8884312866243421,High
448.0,0.8859736620417024,High
449.0,0.8847431430666445,High
450.0,0.8847431430666445,High
451.0,0.8847431430666445,High
453.0,0.8835057400693483,High
454.0,0.8822683370720527,High
456.0,0.8797900552263448,High
459.0,0.8785509143034905,High
460.0,0.8760726324577829,High
462.0,0.8760726324577829,High
463.0,0.8748299762415302,High
464.0,0.8735855523777438,High
466.0,0.871096704650172,High
467.0,0.8698522807863862,High
469.0,0.8686024930266353,High
470.0,0.8673490983758029,High
471.0,0.8660938898398025,High
472.0,0.8660938898398025,High
473.0,0.8660938898398025,High
474.0,0.8648276707026101,High
475.0,0.8648276707026101,High
477.0,0.8622915191756225,High
478.0,0.8610234434121293,High
480.0,0.8610234434121293,High
481.0,0.8610234434121293,High
482.0,0.8597478531255925,High
483.0,0.8584722628390562,High
484.0,0.8546454919794466,High
485.0,0.8533699016929105,High
486.0,0.8533699016929105,High
487.0,0.8520866386828457,High
488.0,0.8508014401327962,High
490.0,0.8508014401327962,High
491.0,0.8508014401327962,High
492.0,0.8482232539505759,High
493.0,0.8469321987695247,High
494.0,0.8456411435884738,High
495.0,0.8430590332263718,High
496.0,0.8417679780453209,High
498.0,0.8404749396765879,High
499.0,0.8404749396765879,High
500.0,0.8391799089528946,High
501.0,0.8365818287394184,High
502.0,0.8339756548181118,High
503.0,0.8326725678574584,High
504.0,0.8326725678574584,High
507.0,0.8300623090240496,High
508.0,0.8261469207739357,High
509.0,0.8209264031071185,High
510.0,0.8196191954588591,High
511.0,0.818311987810599,High
512.0,0.8170047801623391,High
513.0,0.8143903648658198,High
515.0,0.8130831572175601,High
516.0,0.8117738445650361,High
517.0,0.8078395609887916,High
519.0,0.8052167052712956,High
520.0,0.8025938495537998,High
522.0,0.8012802753319441,High
523.0,0.7999645441737636,High
526.0,0.798648813015583,High
527.0,0.7946951060204568,High
528.0,0.7920505299604885,High
529.0,0.7894059539005205,High
531.0,0.7880769876481627,High
532.0,0.7880769876481627,High
534.0,0.7880769876481627,High
536.0,0.7867435240480807,High
537.0,0.7854077965030076,High
538.0,0.7840675101608529,High
539.0,0.7813869374765419,High
541.0,0.780046651134387,High
543.0,0.7787063647922311,High
545.0,0.7760257921079211,High
546.0,0.7760257921079211,High
547.0,0.77467618203469,High
549.0,0.77467618203469,High
550.0,0.7719675240555481,High
551.0,0.7706131950659767,High
552.0,0.7692564816943811,High
554.0,0.7678997683227865,High
555.0,0.7665430549511917,High
556.0,0.7624729148364061,High
557.0,0.7624729148364061,High
558.0,0.7597546513254031,High
561.0,0.757031516374416,High
562.0,0.754308381423429,High
563.0,0.7515803221777748,High
564.0,0.7515803221777748,High
567.0,0.7488473028244017,High
568.0,0.7474807931477145,High
569.0,0.7433737558227268,High
570.0,0.7419996823369183,High
572.0,0.7406256088511093,High
574.0,0.7364957262738724,High
575.0,0.7337424712223812,High
576.0,0.7323658436966359,High
577.0,0.7323658436966359,High
579.0,0.7323658436966359,High
580.0,0.7282125402352185,High
584.0,0.724059236773801,High
585.0,0.7226748022866618,High
586.0,0.7226748022866618,High
587.0,0.7199006187846015,High
590.0,0.7185135270335715,High
591.0,0.7157393435315116,High
592.0,0.7143522517804817,High
593.0,0.7129651600294518,High
595.0,0.7088038847763612,High
596.0,0.706029701274301,High
597.0,0.706029701274301,High
599.0,0.706029701274301,High
600.0,0.7032335440415313,High
601.0,0.7018326804079824,High
603.0,0.7004318167744334,High
605.0,0.6990281457989335,High
609.0,0.6962151552725795,High
610.0,0.6934021647462254,High
611.0,0.6919899403781067,High
613.0,0.6905777160099886,High
614.0,0.6877474794689638,High
616.0,0.684911407388679,High
617.0,0.683490429365051,High
618.0,0.6792274952941675,High
619.0,0.6792274952941675,High
620.0,0.6778005467746417,High
621.0,0.676370587815201,High
622.0,0.6749406288557608,High
623.0,0.6735076338900374,High
625.0,0.6735076338900374,High
626.0,0.6706293961383701,High
627.0,0.6691902772625367,High
628.0,0.6677511583867035,High
629.0,0.6648729206350366,High
631.0,0.66199468288337,High
633.0,0.66199468288337,High
634.0,0.6605492796456335,High
635.0,0.6562130699324236,High
637.0,0.650431456981477,High
638.0,0.6489860537437404,High
639.0,0.6460952472682673,High
641.0,0.6446498440305305,High
643.0,0.6417590375550571,High
644.0,0.6417590375550571,High
646.0,0.6417590375550571,High
647.0,0.6374032069834168,High
649.0,0.635947948519984,High
650.0,0.6344926900565516,High
651.0,0.6344926900565516,High
654.0,0.6330307253329188,High
655.0,0.6315687606092866,High
656.0,0.6286448311620209,High
657.0,0.6257072384930399,High
658.0,0.6242349861671737,High
659.0,0.6227627338413074,High
661.0,0.6212904815154419,High
663.0,0.6212904815154419,High
664.0,0.6138941662593055,High
666.0,0.6109356401568515,High
667.0,0.6109356401568515,High
670.0,0.6094455532296397,High
671.0,0.6064580750275337,High
672.0,0.6064580750275337,High
673.0,0.6049606476817873,High
674.0,0.6034632203360397,High
675.0,0.6019657929902931,High
676.0,0.6019657929902931,High
679.0,0.5989634698332342,High
680.0,0.5944599850976459,High
681.0,0.5944599850976459,High
682.0,0.5944599850976459,High
683.0,0.5944599850976459,High
684.0,0.5914192690613406,High
685.0,0.5898989110431884,High
686.0,0.5898989110431884,High
689.0,0.5883706755223512,High
690.0,0.5853142044806762,High
691.0,0.5837859689598393,High
692.0,0.5807294979181646,High
693.0,0.5792012623973273,High
694.0,0.5776730268764902,High
695.0,0.5776730268764902,High
698.0,0.5761366624433079,High
699.0,0.5761366624433079,High
701.0,0.574592060131127,High
702.0,0.574592060131127,High
703.0,0.5699332055895237,High
710.0,0.5683802540756553,High
711.0,0.5683802540756553,High
712.0,0.5652572856466686,High
713.0,0.5621343172176813,High
714.0,0.5621343172176813,High
715.0,0.5621343172176813,High
716.0,0.5605597112870997,High
718.0,0.558971723436428,High
720.0,0.5573837355857563,High
721.0,0.5573837355857563,High
722.0,0.5573837355857563,High
723.0,0.5541895594505944,High
724.0,0.5525924713830137,High
726.0,0.5509953833154327,High
728.0,0.5509953833154327,High
729.0,0.5493889827809855,High
730.0,0.5477825822465384,High
731.0,0.5477825822465384,High
732.0,0.5461714570046364,High
734.0,0.544560331762735,High
738.0,0.5429492065208333,High
739.0,0.5413332862633308,High
740.0,0.5397125279212248,High
741.0,0.5364710112370132,High
744.0,0.5348502528949073,High
745.0,0.5332245682356525,High
746.0,0.531593912063678,High
749.0,0.5299632558917035,High
751.0,0.5283325997197289,High
752.0,0.5267019435477545,High
756.0,0.5267019435477545,High
757.0,0.5267019435477545,High
758.0,0.5267019435477545,High
759.0,0.5267019435477545,High
760.0,0.5250351652453881,High
761.0,0.5250351652453881,High
762.0,0.5233523602285758,High
763.0,0.5216695552117638,High
764.0,0.5216695552117638,High
765.0,0.5182820905675318,High
768.0,0.5165828050246875,High
769.0,0.5148835194818427,High
772.0,0.5114736948495127,High
773.0,0.5097687825333479,High
774.0,0.5097687825333479,High
775.0,0.5097687825333479,High
777.0,0.506335996118982,High
780.0,0.5046196029117987,High
781.0,0.5011751005028444,High
782.0,0.4994528492983671,High
783.0,0.496008346889413,High
784.0,0.4942860956849359,High
787.0,0.4942860956849359,High
788.0,0.49082954956126523,High
789.0,0.48909516952747994,High
792.0,0.4873546173227558,High
793.0,0.4873546173227558,High
794.0,0.4873546173227558,High
795.0,0.4855888397237607,High
796.0,0.4855888397237607,High
797.0,0.4855888397237607,High
799.0,0.4855888397237607,High
802.0,0.4855888397237607,High
803.0,0.4855888397237607,High
804.0,0.4837903625395985,High
806.0,0.4837903625395985,High
809.0,0.4819851746196747,High
810.0,0.47837479877982686,High
812.0,0.4765627730268731,High
813.0,0.474750747273919,High
814.0,0.4729387215209654,High
816.0,0.4729387215209654,High
822.0,0.47111972643819233,High
825.0,0.46564159008425976,High
828.0,0.4638011094910413,High
829.0,0.4638011094910413,High
830.0,0.4638011094910413,High
832.0,0.4619459050530772,High
834.0,0.4619459050530772,High
835.0,0.4619459050530772,High
836.0,0.45820545238058275,High
837.0,0.4544649997080879,High
838.0,0.4488543206993461,High
839.0,0.44698409436309905,High
841.0,0.44698409436309905,High
842.0,0.445106009933002,High
846.0,0.443227925502905,High
849.0,0.44134184922416936,High
852.0,0.4394557729454333,High
854.0,0.4394557729454333,High
856.0,0.4375533670019468,High
857.0,0.43565096105846013,High
859.0,0.4337485551149734,High
863.0,0.43183776852856387,High
864.0,0.43183776852856387,High
865.0,0.42990127629300967,High
866.0,0.42796478405745547,High
867.0,0.42409179958634746,High
868.0,0.42215530735079326,High
872.0,0.4202188151152393,High
874.0,0.4163458306441309,High
875.0,0.4144093384085768,High
878.0,0.41246375466017954,High
880.0,0.41246375466017954,High
883.0,0.41049964154275015,High
884.0,0.4065714153078912,High
886.0,0.4045881401112671,High
887.0,0.4026048649146433,High
896.0,0.4026048649146433,High
897.0,0.4005918405900702,High
898.0,0.398578816265497,High
899.0,0.3965657919409238,High
900.0,0.3965657919409238,High
901.0,0.39453212121302167,High
902.0,0.3924984504851195,High
903.0,0.3924984504851195,High
904.0,0.3904326691667768,High
906.0,0.388366887848434,High
911.0,0.388366887848434,High
912.0,0.38629005957116974,High
913.0,0.38629005957116974,High
916.0,0.3841906570735004,High
917.0,0.3841906570735004,High
918.0,0.3820797193972726,High
924.0,0.37995705428950993,High
926.0,0.3778343891817473,High
928.0,0.37569973161574866,High
929.0,0.3735650740497504,High
930.0,0.3714304164837517,High
932.0,0.3714304164837517,High
937.0,0.3714304164837517,High
947.0,0.36927093731814875,High
949.0,0.36927093731814875,High
950.0,0.3670987553339243,High
951.0,0.3670987553339243,High
954.0,0.36272853205613964,High
955.0,0.36272853205613964,High
957.0,0.36272853205613964,High
958.0,0.3605167727143338,High
961.0,0.3583050133725279,High
963.0,0.3583050133725279,High
967.0,0.3583050133725279,High
968.0,0.35606560703894974,High
969.0,0.35382620070537146,High
970.0,0.3471079817046366,High
971.0,0.34486857537105836,High
978.0,0.34262916903747986,High
979.0,0.3381503563703233,High
980.0,0.33589602066118796,High
983.0,0.33362645295401777,High
984.0,0.33135688524684764,High
986.0,0.33135688524684764,High
987.0,0.3290716653485936,High
995.0,0.32678644545033936,High
1001.0,0.32678644545033936,High
1002.0,0.32448513245421023,High
1003.0,0.32448513245421023,High
1004.0,0.32216738150810875,High
1005.0,0.3175318796159059,High
1006.0,0.31521412866980447,High
1008.0,0.3128963777237029,High
1011.0,0.3105786267776013,High
1013.0,0.3082608758314998,High
1018.0,0.30594312488539827,High
1019.0,0.3036253739392967,High
1022.0,0.30130762299319525,High
1023.0,0.29898987204709376,High
1028.0,0.2966721211009922,High
1029.0,0.29433612014744115,High
1030.0,0.29200011919389013,High
1032.0,0.289664118240339,High
1034.0,0.289664118240339,High
1035.0,0.2873091254091169,High
1036.0,0.2825991397466722,High
1037.0,0.2802243570597254,High
1039.0,0.2778495743727786,High
1042.0,0.27547479168583167,High
1043.0,0.2731000089988849,High
1044.0,0.2731000089988849,High
1049.0,0.2707043948848596,High
1052.0,0.26830878077083414,High
1053.0,0.26830878077083414,High
1055.0,0.2658696100365537,High
1056.0,0.2658696100365537,High
1060.0,0.2658696100365537,High
1064.0,0.2633848473259317,High
1067.0,0.2608764202085419,High
1069.0,0.2558595659737622,High
1070.0,0.2558595659737622,High
1075.0,0.25327512591342133,High
1082.0,0.2506906858530802,High
1083.0,0.2481062457927391,High
1086.0,0.2455218057323981,High
1087.0,0.2455218057323981,High
1088.0,0.2455218057323981,High
1090.0,0.24288178631592064,High
1096.0,0.24021275569706443,High
1099.0,0.23754372507820815,High
1101.0,0.234874694459352,High
